fighter,elo
Steven Siler,1508.8095563256034
Mikey Burnett,1508.636856779496
Joseph Morales,1508.5878479934393
Song Kenan,1508.48650713575
Ismail Naurdiev,1508.206945071595
Nicco Montano,1508.1251245161334
Lyman Good,1508.0306769086083
Tyson Pedro,1508.009247649833
Stefan Struve,1507.8127287623606
Ildemar Alcantara,1507.7161186239975
Tai Tuivasa,1507.6918439591707
Ryan Loder,1507.6654600304635
Rob Emerson,1507.2572376359367
Damon Jackson,1507.197973847623
Calvin Kattar,1507.0358787292503
Marlon Moraes,1506.8347812006657
James Wilks,1506.76624835328
Patricio Freire,1506.6716850774371
Felicia Spencer,1506.1740712879682
Cung Le,1505.9705846740283
Chris Daukaus,1505.9138615304648
Kazushi Sakuraba,1505.8034754597227
John Castaneda,1505.7211487188977
Gabriel Santos,1505.6785428640644
Jesse Taylor,1505.5314393711237
Jeongyeong Lee,1505.4772986866
Guangyou Ning,1505.3352997907427
Megan Anderson,1505.31038396467
Tatsuya Kawajiri,1505.194220677016
Jose Quinonez,1504.9111446826241
Cody Durden,1504.6599544607157
Sultan Aliev,1504.6595730757138
Siyar Bahadurzada,1504.5518618365486
Falaniko Vitale,1504.439434869696
Andreas Gustafsson,1504.3668723902636
Daron Cruickshank,1504.3257434527331
Rogerio Nogueira,1504.2982012737662
Keith Hackney,1504.2079809700738
Alex Garcia,1504.2000962191137
Tim Means,1504.1662395242984
Mike Pyle,1504.1411594371903
Zhang Lipeng,1504.074209599233
Jimi Manuwa,1504.0306474878532
Tallison Teixeira,1504.0151563297627
Waylon Lowe,1504.0054564713355
Aoriqileng,1503.9177017250856
Ismael Bonfim,1503.8965842073658
Timur Valiev,1503.8039943761169
Gabe Green,1503.7916852320534
Jamall Emmers,1503.7816273240646
Diego Nunes,1503.7247026734956
Che Mills,1503.7219286645345
Klidson Abreu,1503.653084266108
Bekzat Almakhan,1503.611135250674
Zak Ottow,1503.6090083983265
Antonio Carvalho,1503.3570380589651
Mike Van Arsdale,1503.2485030725388
Alessandro Costa,1503.244804295856
Eric Mcconico,1503.2262176896868
Amaury Bitetti,1503.0969841494395
Buddy Roberts,1502.9941780419224
Charles Jourdain,1502.9572458887844
Rich Clementi,1502.9510782690018
Marcio Cruz,1502.933855660211
Shinsho Anzai,1502.7466418912984
Chance Rencountre,1502.6946096564297
Caolan Loughran,1502.6311287782312
Tj Waldburger,1502.5289406252234
Albert Duraev,1502.5196405734664
Jafel Filho,1502.5121571243515
Ryan Janes,1502.4539894249594
Mounir Lazzez,1502.4380728810306
Robert Bryczek,1502.3758241576784
Carlos Vera,1502.3737689046789
Mike Wilkinson,1502.3697695926942
Uran Satybaldiev,1502.337069531669
Antoni Hardonk,1502.2413195205518
Austin Bashi,1502.1751989722213
Ian Mccall,1502.149315120596
Bill Algeo,1502.1336654188021
Nick Sanzo,1502.0624041966526
Billy Elekana,1502.0422756365213
Erik Koch,1502.0063390862656
Joe Charles,1501.9983704664016
Tony Kelley,1501.993044846581
Bruno Lopes,1501.929414839284
Brian Melancon,1501.8538331144478
Rei Tsuruya,1501.8438181269416
Angela Hill,1501.7892158973275
Julius Walker,1501.7345875470191
Andrew Sanchez,1501.675449046803
Thomas Petersen,1501.6708180055589
Hunter Azure,1501.642584335194
Benito Lopez,1501.6202645623446
Chris Cariaso,1501.5794172827323
Travis Fulton,1501.5790323748665
Jonathan Meunier,1501.4949052480995
Victor Hugo,1501.4946478094614
Nick Thompson,1501.475165004445
Fernando Padilla,1501.4684346594754
Ozzy Diaz,1501.4387739660467
Geza Kalman,1501.4387739660467
Miguel Torres,1501.370270861149
Nate Landwehr,1501.3560535791341
Jutaro Nakao,1501.3358416109802
Abubakar Nurmagomedov,1501.2823614177512
Miesha Tate,1501.2117055756441
Rongzhu,1501.1961273680831
Chris Kelades,1501.1743154487767
Karolina Kowalkiewicz,1501.1124192529398
Dan Christison,1501.1044151981946
Luan Chagas,1501.084418770169
Hector Sandoval,1501.0707338184552
Pascal Krauss,1501.056601451128
Brianna Fortino,1500.993234418613
Nick Catone,1500.9649480587238
Jason Saggo,1500.8768496613375
Galore Bofando,1500.8200593580307
Klaudia Sygula,1500.7746946623615
Ernesta Kareckaite,1500.736306793522
Tai Bowden,1500.736306793522
Tereza Bleda,1500.7329752030234
Max Griffin,1500.7313471521582
Dustin Hazelett,1500.727152632302
Justin Mccully,1500.7217242405286
Gary Goodridge,1500.7186829725615
Shamil Gamzatov,1500.7089817892693
Lance Gibson,1500.7024671725246
Andrey Pulyaev,1500.6775443623244
Dan Cramer,1500.6690673836351
Aliaskhab Khizriev,1500.6554658606638
Junie Browning,1500.642225845523
Benardo Sopaj,1500.6378176565574
Jesus Pinedo,1500.6162023563431
Jose Torres,1500.6127347940678
Bogdan Grad,1500.5558192414412
Lance Benoist,1500.551438475521
Shauna Bannon,1500.548331696494
Dione Barbosa,1500.5275051010194
Ben Sosoli,1500.4557526961373
Darren Stewart,1500.3961559544136
Joe Moreira,1500.3761977616077
Jerrod Sanders,1500.2659585177316
Noad Lahat,1500.2652133520367
Eddie Yagin,1500.2508012367398
John Gunther,1500.208473358664
Roy Nelson,1500.1844903325689
Rogerio Bontorin,1500.1597377479966
Javid Basharat,1500.1573401742903
Jarred Brooks,1500.1516030340372
Eryk Anders,1500.131367364992
Cynthia Calvillo,1500.1231861965098
Lavar Johnson,1500.110112971058
Akira Corassani,1500.1017572837181
Brad Kohler,1500.0691794759584
Melissa Mullins,1500.0541064081701
Bolaji Oki,1500.0496549610925
Jack Nilson,1500.0338330211207
John Lewis,1500.0323466097632
Mike Perry,1500.0147878528483
Patrick Walsh,1500.0031246212163
Ken Stone,1500.0016415458101
Orlando Wiet,1500.0
Nate Loughran,1500.0
Todd Medina,1500.0
Anthony Torres,1500.0
Roman Mitichyan,1500.0
Tsuyoshi Kohsaka,1499.9723969001957
Kyle Watson,1499.965783790184
Gauge Young,1499.9597862242365
Yanal Ashmouz,1499.9238353245219
Montse Rendon,1499.9032998791795
Keith Rockel,1499.887162720435
Igor Araujo,1499.8834021688135
Kevin Jousset,1499.8440626885379
Jim Alers,1499.8296314970937
Danny Henry,1499.8063478852914
Stephanie Luciano,1499.7993287312636
Antonio Rodrigo Nogueira,1499.7870887530783
Viviane Pereira,1499.7593401242068
Sam Adkins,1499.736053305474
Todd Duffee,1499.7286282804419
Mark Godbeer,1499.7222852757452
Ange Loosa,1499.7132287823283
Semmy Schilt,1499.6765192667863
Tomasz Drwal,1499.6420896406837
Ramon Taveras,1499.5082645578696
Holly Holm,1499.4904032224827
Nick Ring,1499.4669271902626
Bartosz Fabinski,1499.4655455324075
Wesley Correira,1499.410705527457
Sirwan Kakai,1499.4010970391507
Justin Tafa,1499.39032201743
Antonina Shevchenko,1499.3794519428388
Troy Mandaloniz,1499.362031350817
Nad Narimani,1499.3460120295726
Nick Maximov,1499.336524590345
Mike Ciesnolevicz,1499.3299212161505
Andrei Semenov,1499.3184790436703
Nick Denis,1499.2976013366472
Melinda Fabian,1499.2945090341798
Scott Bessac,1499.2925226924451
Keith Berish,1499.263693206478
Anying Wang,1499.263693206478
Joe Ellenberger,1499.263693206478
Scott Morris,1499.263693206478
Roberto Traven,1499.263693206478
Dave Strasser,1499.263693206478
War Machine,1499.263693206478
Joe Slick,1499.263693206478
Kevin Ferguson,1499.2609505107257
Nah-Shon Burrell,1499.254520104659
Jamal Pogues,1499.205378975695
Stanislav Nedkov,1499.1969743295886
Bojan Velickovic,1499.179246396378
Paul Jones,1499.1551302432897
Tony Gravely,1499.1512927750123
Yancy Medeiros,1499.139232432933
Mike Nickels,1499.1229786886324
Pingyuan Liu,1499.0928051457747
Cheyanne Vlismas,1499.0662206927498
Josh Culibao,1499.0106429767761
Joe Duffy,1498.938204694961
Matt Frevola,1498.9219182750528
Wanderlei Silva,1498.8896598877825
Natan Levy,1498.8875529851186
Elves Brener,1498.861983915017
Spencer Fisher,1498.814559879149
Jimy Hettes,1498.8065610086721
Impa Kasanganay,1498.796789370529
Shonie Carter,1498.7860933916384
Leah Letson,1498.755895347912
Daniel Zellhuber,1498.7161604025293
Kevin Jackson,1498.7012066664922
Naoki Inoue,1498.692125457267
Ken Shamrock,1498.691707014862
Montana De La Rosa,1498.6353400973226
Loik Radzhabov,1498.6137589908683
Mitch Gagnon,1498.6134028015144
Tedd Williams,1498.5613859068676
Mike Jackson,1498.5613680359575
Puja Tomar,1498.5613460216127
Magomed Gadzhiyasulov,1498.5612260339533
Rory Singer,1498.5288446764016
Ricardo Abreu,1498.4801245755214
Nate Marquardt,1498.3904380517088
Danny Castillo,1498.240608983535
Milton Vieira,1498.1983948560319
Nicholas Musoke,1498.121324030881
Darren Uyenoyama,1498.0552735787703
Tanner Boser,1498.007513639312
Kai Kamaka,1497.9573226212394
Danny Roberts,1497.8728404751184
Marcelo Guimaraes,1497.8434832668486
Steven Nguyen,1497.8354583511289
Bubba Bush,1497.8278203282016
Dave Beneteau,1497.6233102654892
Diego Rivas,1497.5983609888738
Juliana Miller,1497.5233919906784
Gokhan Saki,1497.501117062079
Pablo Garza,1497.4683293083722
Francisco Figueiredo,1497.3671130835762
Ben Askren,1497.3324315160285
David Branch,1497.3125366417748
Ivan Jorge,1497.312033703462
David Dvorak,1497.2313321014979
Johnny Bedford,1497.2012100214058
Josh Thomson,1497.1200011778117
Brock Larson,1497.0357535641065
Luke Jumeau,1496.8928660845736
Tiago Dos Santos E Silva,1496.7675383080048
Oskar Piechota,1496.7545601996076
Eddie Sanchez,1496.7089421997891
Luke Barnatt,1496.688989189717
Mana Martinez,1496.612663225961
Gaston Bolanos,1496.6021753336101
Sedriques Dumas,1496.5584664901596
Sijara Eubanks,1496.4891993492827
Veronica Hardy,1496.4610154236539
Gerald Meerschaert,1496.442338826113
Brian Bowles,1496.3054836490394
Ian Heinisch,1496.2103441825848
Tony Desouza,1496.0988937321538
Shane Nelson,1495.9916290363565
Fredy Serrano,1495.9749044676469
Eliot Marshall,1495.9721595923966
Cameron Saaiman,1495.8687385408475
Joe Proctor,1495.8221591458494
Pedro Munhoz,1495.7964691128282
Trevor Prangley,1495.7619387854518
Gan Mcgee,1495.725969684133
Erick Silva,1495.7059594612972
Cory Mckenna,1495.6948530557138
Hugo Viana,1495.6271840207708
Paul Buentello,1495.5094532940807
Liz Carmouche,1495.4284929112057
Joe Stevenson,1495.3860425359464
Aleksandra Albu,1495.3532526028735
Jason Lambert,1495.2299770067832
Chris Leben,1495.0982631309962
Trevin Giles,1495.0584624882565
Danilo Marques,1494.9353991912146
Mauricio Rua,1494.748659558689
Thomas Almeida,1494.7384133564324
Shayilan Nuerdanbieke,1494.6571822144906
Julia Avila,1494.6413423012586
Dwayne Cason,1494.582965488577
Mirko Filipovic,1494.5033183387425
Frankie Saenz,1494.4800947604192
Bryan Barberena,1494.4241589812414
Roan Carneiro,1494.3347858666557
Cyrille Diabate,1494.3288342596313
Brandon Vera,1494.2794989050112
Dennis Hallman,1494.2593446187132
Marcus Silveira,1494.1965245402773
Parker Porter,1493.9686659335919
Alan Patrick,1493.919756948198
Makwan Amirkhani,1493.9002747130817
Devonte Smith,1493.8989135766801
Maryna Moroz,1493.8895032711366
Yves Jabouin,1493.830033518304
Marco Beltran,1493.8121064538807
Jonathan Brookins,1493.675171005686
Ibo Aslan,1493.6711989175856
Vanessa Demopoulos,1493.641750890176
Phil Hawes,1493.608454177263
John Howard,1493.4175235514595
Matt Schnell,1493.3973770286104
Glaico Franca Moreira,1493.3019617069638
Josiane Nunes,1493.285226963656
Kenny Robertson,1493.0225275887685
Marco Polo Reyes,1493.0189034285645
James Te Huna,1492.918915208735
Maurice Greene,1492.908646417455
Marcus Brimage,1492.7636907208646
Jordan Rinaldi,1492.623302206091
Walt Harris,1492.4573543176173
Sai Wang,1492.405289842989
Renan Barao,1492.3043100001532
Nick Hein,1492.2988350891217
Ramsey Nijem,1492.1729269478121
Tony Fryklund,1492.0613610530543
Reginaldo Vieira,1492.0321684212934
Steven Graham,1492.0
Fabio Maldonado,1491.9763238626128
Katsuhisa Fujii,1491.9466066240393
Carlos Leal,1491.9441825691968
Alex Oliveira,1491.9377681175881
Ricky Glenn,1491.8773306973483
Warlley Alves,1491.853206480741
Viktoriia Dudakova,1491.7861880331245
Dan Bobish,1491.5607009762564
Luigi Fioravanti,1491.4821707723968
Shamil Abdurakhimov,1491.4412049120135
Felice Herrig,1491.3601704350194
Jamie Mullarkey,1491.183594503376
Valerie Letourneau,1490.9731050820744
Livinha Souza,1490.7972840874681
Raulian Paiva,1490.7275396152945
Manvel Gamburyan,1490.6738654201345
Jonathan Goulet,1490.615729526852
Paul Varelans,1490.558111010527
Jason High,1490.50845482702
Keith Jardine,1490.045754133213
Aaron Pico,1489.9627861084284
Erick Montano,1489.9132940640043
Jimmy Crute,1489.7613749226146
Renzo Gracie,1489.7364092664272
Dongi Yang,1489.4809591622234
Clay Guida,1489.342784357295
Rizvan Kuniev,1489.2664578978997
Jake Rosholt,1489.242280020172
Bassil Hafez,1489.1914620158486
Ron Van Clief,1489.1470686995076
James Toney,1489.095271440721
Yuta Sasaki,1489.000725817333
Patchy Mix,1488.9450654278999
Denis Kang,1488.8611572949187
Chris Gruetzemacher,1488.8272056406486
Mads Burnell,1488.7142713425148
Quang Le,1488.6741946097861
Anshul Jubli,1488.617181014324
Rony Jason,1488.5463347628508
Tamdan Mccrory,1488.475752083613
Jason Day,1488.4332729037899
Trey Ogden,1488.2125906124074
Augusto Mendes,1488.202067125931
Zachary Scroggin,1488.2003900163045
Akihiro Gono,1488.181872335381
Sheymon Moraes,1488.1333462105836
Curt Warburton,1488.0748389641024
Bobby Moffett,1488.042073717186
Maximo Blanco,1487.8926252628269
Roman Bogatov,1487.8628844326718
Molly Mccann,1487.807325811631
Jose Ochoa,1487.796175250858
Tarec Saffiedine,1487.7549753883386
Wagner Prado,1487.745255200884
Renato Verissimo,1487.6765049606481
Blagoy Ivanov,1487.5979019426072
Kyle Noke,1487.4986868096582
Greg Soto,1487.4754065409281
David Bielkheden,1487.4496804594885
James Head,1487.4179416128914
Katsunori Kikuno,1487.322711690066
Bruna Brasil,1487.3126241352975
Julia Polastri,1487.2604878945026
Kalib Starnes,1487.2548260507178
Eduardo Garagorri,1487.2064790552981
Elise Reed,1487.2052432297187
John Cholish,1487.2049577667185
Roger Narvaez,1487.1938476164692
Cat Zingano,1487.1772091546077
Guram Kutateladze,1487.1539709884248
Marcus Buchecha,1487.0873207535883
Paul Taylor,1487.0825004079545
Tristan Connelly,1487.0234090711942
Jason Knight,1487.0042949900271
Carlos Hernandez,1486.9951526505617
Paul Craig,1486.9895797547667
Irwin Rivera,1486.8748863925916
Matt Veach,1486.8684537610063
Alexander Munoz,1486.8570267128662
Bruno Santos,1486.8012139158404
Felipe Bunes,1486.7945723154787
Junior Assuncao,1486.7821127640475
Reza Madadi,1486.7679714491408
Lucas Almeida,1486.7637113545543
Louis Gaudinot,1486.6939670101265
Ryan Jimmo,1486.667362896205
Jeff Joslin,1486.661525348282
Neil Seery,1486.6157058582437
Julian Sanchez,1486.6011119103568
Adam Fugitt,1486.5991239157058
Cody Stamann,1486.5806233446633
Mickael Lebout,1486.5055250192274
Patrick Cummins,1486.4734758118725
Chris Clements,1486.4676467778943
Andrew Craig,1486.4544303662683
Armen Petrosyan,1486.4443862775954
Yoshiyuki Yoshida,1486.4426917644082
Chris Haseman,1486.394384684885
Charles Mccarthy,1486.336546535052
Zach Makovsky,1486.264807039369
Maxim Grishin,1486.2402039882818
Masanori Kanehara,1486.2311718171732
Heath Herring,1486.2206088589078
Stephanie Egger,1486.1840101154578
Riki Fukuda,1486.1741634370446
Daniel Omielanczuk,1486.162280679727
Adam Yandiev,1486.1533804319822
Cameron Smotherman,1486.1285107551935
Antonio Braga Neto,1486.1023846259247
Robert Ruchala,1486.1020766696904
Fabiano Iha,1486.0977002913453
Rameau Thierry Sokoudjou,1486.0942042547524
Rory Markham,1486.0859376786093
Allen Crowder,1486.0830358321302
Tae Hyun Bang,1486.0582573437862
Nathan Coy,1486.0434200393938
Edgar Chairez,1486.022104230474
Alexandre Barros,1485.9890331248075
Robert Whiteford,1485.9834455344499
Lara Procopio,1485.9770142282534
Godofredo Pepey,1485.969293908262
Tony Sims,1485.9532233885805
Viacheslav Borshchev,1485.9409809207618
Anthony Macias,1485.902168406553
Daniel Roberts,1485.8870450305458
Xiao Long,1485.8778428447383
Leandro Issa,1485.8502745774715
Thomas Ramirez,1485.8339722803935
Greg Stott,1485.8040475559992
Robert Mcdaniel,1485.7892243043339
Ketlen Souza,1485.7612347290524
Jason Brilz,1485.758785541258
Josh Hendricks,1485.7156670796442
Shannon Gugerty,1485.669102508935
Tuco Tokkos,1485.665108518628
Nikolay Veretennikov,1485.6588662461238
Michael Chandler,1485.648520677546
Henry Martinez,1485.6478224411665
John Maguire,1485.629369442851
Ian Entwistle,1485.6097487983056
Valmir Lazaro,1485.5552178150067
Rob Broughton,1485.5281902845006
John Allan,1485.499803186367
Raphael Pessoa,1485.4983851697718
Benji Radach,1485.472729837703
Steve Berger,1485.4387739660467
Azunna Anyanwu,1485.4358728782763
Rex Holman,1485.4358728782763
Ernest Chavez,1485.4152586138805
Luke Zachrich,1485.40550883746
Daniel Barez,1485.4044220088877
Callan Potter,1485.4036467612611
Steve Vigneault,1485.4023024367123
Jackson Mcvey,1485.382164248166
Mark Choinski,1485.3518407852173
Alexandre Ferreira,1485.344563048728
Jarjis Danho,1485.343140162292
Cristian Quinonez,1485.3406098404769
Pete Rodriguez,1485.321594945288
Aaron Rosa,1485.3177365966073
John Gunderson,1485.2532996945768
Rudyard Moncayo,1485.1920530085763
Pannie Kianzad,1485.154239737806
Cal Worsham,1485.1327233149939
Luiz Cane,1485.1313362953786
Melton Bowen,1485.1034862312586
Anton Kuivanen,1485.1034862312586
Brian Gassaway,1485.1034862312586
Bill Mahood,1485.1034862312586
Paul Creighton,1485.0914193352664
Homer Moore,1485.0721325867312
Liliya Shakirova,1485.0120147152495
Daichi Abe,1484.9899856059844
Chelsea Chandler,1484.9700372412751
Cindy Dandois,1484.9511312572654
Brandon Melendez,1484.9378326743172
Tom Gallicchio,1484.9195397093818
Timmy Cuamba,1484.9016884363027
Jake Hecht,1484.8866388804727
Mike Wessel,1484.8847331466984
Tofiq Musayev,1484.860113063539
Danyelle Wolf,1484.8409496374832
Chris Barnett,1484.8385238434098
Jim Mullen,1484.824610077322
Alvin Hines,1484.8075645786873
Nick Agallar,1484.8004895918748
John Salter,1484.783562729626
Shamar Bailey,1484.7788434413424
Carlos Eduardo Rocha,1484.7750129735693
Neil Wain,1484.7715730008413
Carlo Pedersoli Jr.,1484.7648492046535
Askar Mozharov,1484.7562185174475
Yoshinori Horie,1484.7428233533942
Joe Son,1484.736306793522
Paul Rodriguez,1484.736306793522
Frank Caracci,1484.736306793522
Adrian Serrano,1484.736306793522
John Dowdy,1484.736306793522
Fred Ettish,1484.736306793522
John Marsh,1484.736306793522
Mike Whitehead,1484.736306793522
Josh Shockman,1484.736306793522
Yuki Sasaki,1484.7335476901605
Stewart Nicoll,1484.7331913157768
Harry Hardwick,1484.7286659606373
Christian Aguilera,1484.7270549080629
Koji Kitao,1484.7230264458924
Ravena Oliveira,1484.7156155005214
Lucas Rocha,1484.705573194329
Marcelo Aguiar,1484.7040225341211
Mackens Semerzier,1484.703956876504
Keiichiro Yamamiya,1484.7024671725246
Rob Macdonald,1484.7023986633528
Austin Springer,1484.6972493624803
Rainy Martinez,1484.6879256608966
Martin Sano,1484.6726918480063
Satoshi Honma,1484.6671824245536
Zviad Lazishvili,1484.6597868713654
Carlos Mota,1484.636375985832
Michinori Tanaka,1484.6253210871607
Christian Wellisch,1484.5851870940785
Philip De Fries,1484.5395880426533
Juliana Lima,1484.5328485673253
Kamuela Kirk,1484.5191178216917
Bibulatov Magomed,1484.516242406074
Ray Wizard,1484.479371089717
Devin Clark,1484.4630929484692
Azat Maksum,1484.4493091922186
Jake Hadley,1484.421934590307
Caros Fodor,1484.4072861279074
Andre Ewell,1484.3365189863944
Elvis Mutapcic,1484.3318368626026
George Sullivan,1484.3210129287854
Francisco Rivera,1484.3178961721662
Chris Brennan,1484.3178486730808
Antonio Mckee,1484.2796419939968
Yaotzin Meza,1484.270369192983
Steve Bruno,1484.2619244184266
Phil Johns,1484.2359881077612
Nick Roehrick,1484.2144375422054
Miguel Baeza,1484.20201196845
Hans Stringer,1484.1849930161009
Jon Tuck,1484.1776295070226
Nathan Fletcher,1484.1640998576604
Deron Winn,1484.1463497053192
Nadia Kassem,1484.1202945521052
Austin Lingo,1484.1152291315009
Joe Merritt,1484.1125348851428
Matt Hobar,1484.1103674038616
Niklas Backstrom,1484.1099628755878
Kelly Dullanty,1484.0969921300064
Marcus Levesseur,1484.0827898680088
Eddie Ruiz,1484.067436421002
Francisco Trevino,1484.0651185396823
Willamy Freire,1484.062872021792
Stevie Lynch,1484.0618708470606
Jeff Hougland,1484.057460984802
Clifford Starks,1484.05302245662
Ryan Parker,1484.0513854511455
Joe Jordan,1484.050572054337
Brian Cobb,1484.0493184140864
Brok Weaver,1484.0342109851942
Jesse Sanders,1484.0339081301693
Joao Roque,1484.0339081301693
Derrick Noble,1484.0339081301693
Augusto Montano,1484.0328571177818
Scott Junk,1484.0327718540916
Floyd Sword,1484.031352640867
Francis Marshall,1484.0113082290393
Sean Mccorkle,1484.003567170768
Heather Clark,1484.0029729229482
Branden Lee Hinkle,1484.0028134660095
Dean Barry,1484.0015615270963
Tom Egan,1484.0
Lowell Anderson,1484.0
David Roberts,1484.0
Neil Grove,1484.0
Chuck O'Neil,1484.0
Chris Spang,1484.0
Wallid Ismail,1484.0
Wes Albritton,1484.0
Flavio Luiz Moura,1484.0
Dmitri Stepanov,1484.0
Igor Severino,1484.0
Rolles Gracie,1484.0
Jon Manley,1484.0
Derek Downey,1484.0
Martin Svensson,1484.0
Tim Mckenzie,1484.0
Tony Halme,1484.0
Marcus Jones,1484.0
Manolo Zecchini,1484.0
Donnie Chappell,1484.0
Ryan Mcgillivray,1484.0
Joe Pardo,1484.0
Bob Gilstrap,1484.0
Josh Stuart,1484.0
Danillo Villefort,1484.0
Allan Goes,1484.0
Chris Tickle,1484.0
Noe Hernandez,1484.0
Houston Dorr,1484.0
Adam Cella,1484.0
Todd Butler,1484.0
Adriano Santos,1484.0
Paulo Santos,1484.0
Darrel Gholar,1484.0
Darrill Schoonover,1484.0
Chris Saunders,1484.0
Abdul-Kareem Al-Selwady,1484.0
Frank Lester,1484.0
Justin Wren,1484.0
Joey Roberts,1484.0
Chris Condo,1484.0
Cory Hendricks,1484.0
Eugenio Tadeu,1484.0
Masutatsu Yano,1484.0
Joey Gilbert,1484.0
James Mulheron,1484.0
John Polakowski,1484.0
Dorian Price,1484.0
Roger Gracie,1484.0
Gerald Strebendt,1484.0
Albert Cheng,1484.0
Michel Batista,1484.0
Wade Shipp,1484.0
Alex Gorgees,1484.0
Andy Wang,1484.0
Lodune Sincaid,1484.0
Alex Schoenauer,1484.0
Jason Thacker,1484.0
Josh Rafferty,1484.0
Chris Sanford,1484.0
Bobby Southworth,1484.0
Duda Santana,1484.0
Nandor Guelmino,1484.0
Keigo Kunihara,1484.0
Sean Gannon,1484.0
Stephen Bass,1484.0
Kerry Schall,1484.0
Steve Byrnes,1484.0
Sherman Pendergarst,1484.0
Dustin Neace,1484.0
Mario Neto,1484.0
Cory Walmsley,1484.0
Icho Larenas,1484.0
Dave Galera,1484.0
Kristof Midoux,1484.0
Peggy Morgan,1484.0
Richard Crunkilton,1484.0
Richie Hightower,1484.0
Dan Barrera,1484.0
Christina Marks,1484.0
Jimmy Quinlan,1484.0
Shane Primm,1484.0
Jermaine Andre,1484.0
Gilbert Smith,1484.0
Collin Hart,1484.0
Aaron Brink,1484.0
Alex Stiebling,1484.0
Bharat Kandare,1484.0
David Baron,1484.0
Deanna Bennett,1484.0
Ariel Beck,1484.0
Eric Martin,1484.0
Karine Gevorgyan,1484.0
Steven Koslow,1484.0
Jared Rollins,1484.0
Maia Stevenson,1484.0
Cale Yarbrough,1484.0
James Giboo,1484.0
Dante Rivera,1484.0
Zach Light,1484.0
Allan Zuniga,1484.0
Tyler Diamond,1484.0
Leigh Remedios,1484.0
Richie Smullen,1484.0
James Zikic,1484.0
Romie Aram,1484.0
Billy Miles,1484.0
John Kolosci,1484.0
Robert Drysdale,1484.0
Justin James,1484.0
Jules Bruchez,1484.0
Humberto Brown Morrison,1484.0
Tina Lahdemaki,1484.0
Ernie Verdicia,1484.0
Jason Fairn,1484.0
Zygimantas Ramaska,1484.0
Nazareno Malegarie,1484.0
Brendan Loughnane,1484.0
Kevin Rosier,1484.0
Mark Scanlon,1484.0
Bruno Korea,1484.0
Gerry Harris,1484.0
Eldo Xavier Dias,1484.0
Fredson Paixao,1484.0
Delson Heleno,1484.0
Emmanuel Yarborough,1484.0
Aaron Wilkinson,1484.0
Vernon Ramos Ho,1484.0
Minoki Ichihara,1484.0
Sako Chivitchian,1484.0
Thaddeus Luster,1484.0
Sean Daugherty,1484.0
Matt Andersen,1484.0
Alex Torres,1484.0
Colby Thicknesse,1484.0
David Hood,1484.0
Mike King,1484.0
John Teixeira,1484.0
John Matua,1484.0
Jamie Yager,1484.0
Izabela Badurek,1484.0
Jack Mcglaughlin,1484.0
Manuel Rodriguez,1484.0
Rocky Lee,1484.0
Marcos Vinicius,1484.0
Andy Anderson,1484.0
Paul Herrera,1484.0
Asbel Cancio,1484.0
Bentley Syler,1484.0
Wagner Campos,1484.0
Vinicius Queiroz,1484.0
Josh Bryant,1484.0
James Hammortree,1484.0
Daniel Spohn,1484.0
Francesco Maturi,1484.0
Eric Nolan,1484.0
Marcin Wrzosek,1484.0
Jason Delucia,1484.0
Scott Baker,1484.0
Tyler Toner,1484.0
Robert Lucarelli,1484.0
Abner Lloveras,1484.0
Anistavio Medeiros,1484.0
Alberta Cerra Leon,1484.0
Rodolfo Rubio Perez,1484.0
Dave Berry,1484.0
Antonio Banuelos,1484.0
David Levicki,1484.0
Michael Aswell,1483.9995727714957
Ryan Madigan,1483.992363326684
Cole Smith,1483.9918132902587
Trent Jenkins,1483.9860495352625
Will Chope,1483.97654441472
Luis Pajuelo,1483.975991209643
Shunichi Shimizu,1483.9671394084926
Ryan Roberts,1483.9661462091965
Hugo Duarte,1483.9637447737355
Carlo Prater,1483.955250183942
Fabio Gurgel,1483.949182751945
Peter Sobotta,1483.9415729128368
Dale Hartt,1483.9320312932584
Rick Davis,1483.9308486848058
Jeff Newton,1483.9155432397451
Mark Weir,1483.8970379012999
Marcus Bossett,1483.8858360285808
Jeremy Stephens,1483.880780305324
Duane Ludwig,1483.873678297982
Seth Baczynski,1483.8445568573927
Pete Spratt,1483.8119794305637
Braxton Smith,1483.7675396874288
Cody Mckenzie,1483.7650169853173
Cyril Asker,1483.7405836253388
Garrett Armfield,1483.733651806384
Issei Tamura,1483.7303100124923
Batgerel Danaa,1483.7227553177179
Kit Cope,1483.7160737381196
Drew Mcfedries,1483.6741063827897
Felipe Silva,1483.6719395916182
Rodrigo Ruas,1483.6316514810308
Andrew Holbrook,1483.5851106192977
Milana Dudieva,1483.582131935366
Reza Nasri,1483.5182302628323
Brad Katona,1483.5044565952112
Nissen Osterneck,1483.4977128781184
Hector Urbina,1483.4585398327179
Da Woon Jung,1483.4545442586898
Melissa Martinez,1483.416145981623
Matheus Camilo,1483.4109247940605
Per Eklund,1483.3997006520513
Solomon Hutcherson,1483.3852762029583
Spike Carlyle,1483.3819721540037
Simeon Thoresen,1483.3816631087022
Alex Andrade,1483.3774386205325
Max Rohskopf,1483.368144063584
Tony Petarra,1483.3627677805482
Khusein Askhabov,1483.3602226699115
Jess Liaudin,1483.350962430695
