fighter,elo
Lukasz Sajewski,1455.479731781885
Darrius Flowers,1455.4642145921325
Viktor Pesta,1455.4642075754098
Hannah Goldy,1455.4340058786643
Ryan Benoit,1455.4029235025841
Gabe Ruediger,1455.311043385242
Bobby Nash,1455.3013305750908
Darrell Montague,1455.2731104683244
Jordan Williams,1455.241934819243
Bec Rawlings,1455.185832829026
Mike Rhodes,1455.0539780774063
Oluwale Bamgbose,1455.0104589711486
Rodney Wallace,1455.0088848498938
Estevan Payan,1454.9962561892266
James Llontop,1454.9905697178556
Markus Perez,1454.9524383377661
Jason Reinhardt,1454.9195468665494
Ruan Potts,1454.9070169616764
Andy Enz,1454.8420618214786
Bojan Mihajlovic,1454.8105310282094
Hector Aldana,1454.7847287056222
Tim Lajcik,1454.7341621914406
Phil Harris,1454.611281168543
Dan Moret,1454.5691129916008
Roger Bowling,1454.4855642462992
Jared Hamman,1454.4846153906108
Rolando Bedoya,1454.393005489434
Rafael Cerqueira,1454.360978761508
Marcelo Rojo,1454.3372534142775
Darian Weeks,1454.255748980796
Saimon Oliveira,1454.2244664107925
Blood Diamond,1454.2242896801895
Ramona Pascual,1454.2184738202163
Kiefer Crosbie,1454.1726191249766
Kevin Natividad,1454.1513730828062
Gideon Ray,1454.139547183129
Harry Hunsucker,1454.131284885125
Jumabieke Tuerxun,1454.0352375214031
Shane Young,1454.027695234333
Damian Grabowski,1454.0190296530525
Justin Jaynes,1454.0008178000066
Shannon Ross,1453.9166611614494
Ashlee Evans-Smith,1453.8204990185552
Domingo Pilarte,1453.8132568923468
Iliarde Santos,1453.7357893723802
Niklas Stolze,1453.6969464655783
Jay Perrin,1453.6226539056147
Sarah Moras,1453.622184053579
Denys Bondar,1453.5910429309934
Jeremy Larsen,1453.560512372788
Jeff Curran,1453.5240383364114
Antonio Arroyo,1453.4714458930307
Jared Papazian,1453.4571361179153
Fabio Cherant,1453.4488320634928
Yoji Anjo,1453.4349864649196
Jocelyn Jones-Lybarger,1453.4004140017898
John Albert,1453.3970557498858
Randa Markos,1453.2767949086426
Josh Parisian,1453.2678706574757
Jake Lindsey,1453.1328073589705
Angela Magana,1453.1053126065951
Vinny Magalhaes,1453.1008812454193
Zelim Imadaev,1453.076256134065
Daiju Takase,1452.9950168066648
Diego Saraiva,1452.9017206399924
Connor Matthews,1452.8600838786551
Mike Santiago,1452.8594510612027
Joby Sanchez,1452.818405402118
Jessica Penne,1452.8061304235334
Roman Salazar,1452.7583145465196
Garett Whiteley,1452.736306793522
Cole Escovedo,1452.736306793522
Forrest Petz,1452.6698254555813
Rayanne Dos Santos,1452.6669451521911
Mohammad Yahya,1452.5679598035101
Mara Romero Borella,1452.5164996406925
Caio Machado,1452.464983317212
David Abbott,1452.4393975602065
Pat Healy,1452.383300768084
Mark De La Rosa,1452.3122325699985
Jessica Eye,1452.2887020315193
Kalindra Faria,1452.2426368009621
Damacio Page,1452.0972682969852
Wulijiburen,1452.0929506641444
Roque Martinez,1452.0630909239658
Dusko Todorovic,1452.0540024911543
Hu Yaozong,1452.0161100857863
Dmitrii Smoliakov,1452.0033174566074
Jesse Forbes,1451.6129642417716
Genaro Valdez,1451.547397136036
Hannah Cifers,1451.1393703249971
Dalcha Lungiambula,1450.9244297686787
Jordan Wright,1450.585540628895
Ihor Potieria,1449.3701675962661
Roxanne Modafferi,1449.3223899993836
Rafaello Oliveira,1449.0705951772975
Kris Mccray,1448.8988984924354
Tonya Evinger,1448.8700894468764
Don'Tale Mayes,1448.585436231471
Frank Camacho,1448.317937888407
Marcio Alexandre Junior,1448.3057982272169
Nam Phan,1447.6946077111813
Robert Valentin,1447.5776434313775
Brad Pickett,1447.2896930935292
Ryan Jensen,1447.216631425055
Gian Villante,1446.9085175913472
Josh Haynes,1446.5818152913405
Brad Imes,1446.2222056148735
Rhys Mckee,1445.6896167993739
Jorge Santiago,1445.563312429357
Phil Baroni,1445.519383605434
Austen Lane,1445.4437763686435
Takanori Gomi,1445.3521768357673
Thibault Gouti,1445.262787990186
Austin Hubbard,1444.8248007568213
Jake Collier,1444.4208833666753
Jay Hieron,1443.7286716547196
Mike Rodriguez,1443.6686077321185
Dan Argueta,1443.4582515936142
Denis Tiuliulin,1443.2011176324863
Andrea Lee,1443.1811587215934
Khalid Taha,1442.6758584580023
Diana Belbita,1442.5040575417445
Jesse Ronson,1442.308370968142
Gina Mazany,1442.17450253683
Daniel Lacerda,1442.011089659044
Anthony Hamilton,1441.990393985243
Anton Turkalj,1441.9730710938504
Ricardo Funch,1441.7941640654894
John Phillips,1441.7857086906151
Jp Buys,1441.5966114783928
Khadis Ibragimov,1441.220972031476
Zarah Fairn,1441.1659957963757
Dustin Pague,1441.012604302851
Will Campuzano,1440.9897761680481
Alan Baudot,1440.707019387429
Jinh Yu Frey,1440.4133558759106
Seth Petruzelli,1440.2711845638855
Tiki Ghosn,1440.247245187361
Fernie Garcia,1440.0457334756652
Aaron Phillips,1439.63011025626
Maki Pitolo,1439.5247704177707
Wu Yanan,1439.5207421227951
Keith Wisniewski,1439.360863978981
Andy Ogle,1439.2250676510005
Scott Jorgensen,1439.1143553416869
Dequan Townsend,1438.9745905671425
Terrion Ware,1438.839091268307
Edgar Garcia,1438.7020435313452
Alen Amedovski,1438.5521268901432
Bobby Voelker,1438.5484145292419
Liang Na,1438.3999465424758
Josh Grispi,1438.2932411417453
Martin Day,1437.9828957546308
Julija Stoliarenko,1437.9055346699693
Jerome Rivera,1437.7256720513324
Vinicius Moreira,1437.6814715791638
Steve Cantwell,1437.6748916759702
Jodie Esquibel,1437.493133865785
Ike Villanueva,1437.4230429616207
Ji Yeon Kim,1437.346398985198
Joe Doerksen,1437.2911055153477
Vince Morales,1437.1533150464318
Kurt Holobaugh,1436.0276766653487
Gilbert Melendez,1435.9768008739734
Hector Lombard,1435.5266299938214
Lukasz Brzeski,1435.2928402722132
Brandon Davis,1434.691873135702
Joshua Burkman,1430.5136259305546
Ashley Yoder,1429.7864432468045
Michihiro Omigawa,1429.7306852952106
Elvis Sinosic,1429.3571533462648
Lucie Pudilova,1429.3245049224752
Naoyuki Kotani,1429.1427266138685
Mizuto Hirota,1428.9689131949935
Jared Vanderaa,1428.3285371962945
Kailin Curran,1428.2932440883872
Istela Nunes,1428.279304011945
Igor Pokrajac,1428.0917549146477
John Alessio,1427.9938229516692
Phillipe Nover,1427.380609047052
Zhalgas Zhumagulov,1427.3224883284126
Jamie Pickett,1426.7877930899342
Leonard Garcia,1426.5221435151204
Sean Soriano,1426.0419247896036
Chase Sherman,1414.3660491541145
